region,oficina,direccion,horario,href
tarapaca,alto hospicio,ramon perez opazo n° 2948,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ram%C3%B3n+P%C3%A9rez+Opazo+N%C2%B0+2948,-20.265458,-70.104085"
tarapaca,camina,o'higgins s/n,lunes a viernes 17:30 a 20:30 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%27Higgins+s%2Fn,-19.312075,-69.425731"
tarapaca,colchane,teniente merino s/n,lunes a viernes 09:00 a 13:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Teniente+Merino+s%2Fn,-19.276431,-68.640095"
tarapaca,huara,av. arturo prat s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Arturo+Prat+s%2Fn,-19.995803,-69.771253"
tarapaca,iquique,sotomayor n° 708,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sotomayor+N%C2%B0+708,-20.210680,-70.148350"
tarapaca,pica,balmaceda n° 381,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+N%C2%B0+381,-20.491547,-69.332165"
tarapaca,pozo almonte,mapocho n° 218,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mapocho+N%C2%B0+218,-20.218551,-70.135618"
tarapaca,so los molles (c.e.i),santiago polanco n° 2399,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Santiago+Polanco+N%C2%B0+2399,-20.246407,-70.131259"
valparaiso,algarrobo,retamo 2210,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Retamo+2210,-33.380736,-71.671026"
valparaiso,cabildo,lautaro con ignacio carrera pinto,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Lautaro+con+Ignacio+Carrera+Pinto,-32.429166,-71.069847"
valparaiso,calle larga,calle larga n° 2088,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Larga+N%C2%B0+2088,-32.844503,-70.613646"
valparaiso,cartagena,casanova 268,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Casanova+268,-33.549021,-71.604935"
valparaiso,casablanca,portales n° 60,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Portales+N%C2%B0+60,-33.325381,-71.410617"
valparaiso,catapilco,jose maria mercado n° 335,martes y jueves 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Jos%C3%A9+Mar%C3%ADa+Mercado+N%C2%B0+335,-32.566110,-71.276390"
valparaiso,catemu,borjas garcia huidobro n° 025,martes y jueves 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Borjas+Garc%C3%ADa+Huidobro+N%C2%B0+025,-32.882624,-70.648347"
valparaiso,chincolco,pedro montt s/n,miercoles 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pedro+Montt+s%2Fn,-32.222305,-70.835817"
valparaiso,concon,av. magallanes n° 1050 locales 2 al 5,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Magallanes+N%C2%B0+1050+locales+2+al+5,-32.938058,-71.516230"
valparaiso,el quisco,libertad n° 208,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Libertad+N%C2%B0+208,-33.399605,-71.693442"
valparaiso,el tabo,avenida las cruces norte n° 401 el tabo,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avenida+Las+Cruces+Norte+N%C2%B0+401+El+Tabo,-33.491853019585186,-71.61923932883724"
valparaiso,hijuelas,manuel rodriguez n° 1665,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Rodr%C3%ADguez+N%C2%B0+1665,-32.798007,-71.143708"
valparaiso,isla de pascua,tuu- maheke s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Tuu-+maheke+s%2Fn,-27.149747,-109.430859"
valparaiso,juan fernandez,del castillo s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Del+Castillo+s%2Fn,-33.635950,-78.834117"
valparaiso,la calera,zenteno n° 134,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Zenteno+N%C2%B0+134,-32.788277,-71.188295"
valparaiso,la cruz,guillermo hichins n° 05,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Guillermo+Hichins+N%C2%B0+05,-32.825726,-71.227462"
valparaiso,la ligua,uribe n° 397,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Uribe+N%C2%B0+397,-32.446911,-71.229991"
valparaiso,limache,diego portales n° 02,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Diego+Portales+N%C2%B0+02,-33.006884,-71.261241"
valparaiso,llay-llay,edwards n° 290,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Edwards+N%C2%B0+290,-32.843127,-70.952956"
valparaiso,los andes,"esmeralda n° 387, piso1 , edif. gobernacion de loa andes",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B0+387%2C+piso1+%2C+Edif.+Gobernaci%C3%B3n+de+Loa+Andes,-33.042529,-71.539698"
valparaiso,nogales,pedro f. vicuna n° 198,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pedro+F.+Vicu%C3%B1a+N%C2%B0+198,-32.733285,-71.204199"
valparaiso,olmue,prat n° 12,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Prat+N%C2%B0+12,-32.998130,-71.189280"
valparaiso,panquehue,troncal s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Troncal+s%2Fn,-32.767025,-70.833297"
valparaiso,papudo,fernandez concha n° 255,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Fern%C3%A1ndez+Concha+N%C2%B0+255,-32.508596,-71.446256"
valparaiso,petorca,silva n° 645,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Silva+N%C2%B0+645,-32.250251,-70.926678"
valparaiso,puchuncavi,bernardo o´higgins n° 07,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bernardo+O%C2%B4Higgins+N%C2%B0+07,-32.721994,-71.411697"
valparaiso,putaendo,edificio prat cura montes nro. 2,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Edificio+Prat+Cura+Montes+Nro.+2,-32.628388,-70.717818"
valparaiso,quillota,o'higgins n° 320,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%27Higgins+N%C2%B0+320,-32.880866,-71.246881"
valparaiso,quilpue,blanco n° 1398,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Blanco+N%C2%B0+1398,-33.047083,-71.434111"
valparaiso,quintero,luis oriono n° 255,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Luis+Oriono+N%C2%B0+255,-32.789296,-71.527173"
valparaiso,rinconada de los andes,perfecto de la fuente n° 100,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Perfecto+de+la+Fuente+N%C2%B0+100,-32.850551,-70.594175"
valparaiso,san antonio,"4 sur n° 94, barrancas",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?4+Sur+N%C2%B0+94%2C+Barrancas,-33.412194,-71.681257"
valparaiso,san esteban,av. 26 de diciembre n° 760,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+26+de+Diciembre+N%C2%B0+760,-32.800099,-70.579820"
valparaiso,san felipe,av. 26 de diciembre n° 760,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Santo+Domingo+N%C2%B0+236-B,-32.749258,-70.723704"
valparaiso,santa maria,irarrazaval n° 140,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Irarr%C3%A1zaval+N%C2%B0+140,-32.747128,-70.657736"
valparaiso,so hospital san felipe,av. miraflores n° 2085,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Miraflores+N%C2%B0+2085,-32.750073,-70.708992"
valparaiso,so quillota (c.e.v) - oficina atencion inclusiva,rafael ariztia n° 525 local 1,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Rafael+Ariztia+N%C2%B0+525+Local+1,-32.876999,-71.234215"
valparaiso,valparaiso,"esmeralda n° 916, piso 1 y 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B0+916%2C+piso+1+y+2,-33.040752,-71.626225"
valparaiso,villa alemana,"patricio lynch n°39, local 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Patricio+Lynch+N%C2%B039%2C+Local+2,-33.044617,-71.369919"
valparaiso,vina del mar,"grover n°319, edificio jose fco. vergara",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Grover+N%C2%B0319%2C+Edificio+J%C3%B3se+Fco.+Vergara,-33.026628,-71.552086"
valparaiso,zapallar,calle januario ovalle n° 147,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Januario+Ovalle+N%C2%B0+147,-32.554826,-71.458941"
