region,oficina,direccion,horario,href
biobio,copiulemu,belgica s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?B%C3%A9lgica+s%2Fn,-36.893076,-72.805992"
biobio,coronel,"sargento aldea 101, coronel",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sargento+Aldea+101%2C+Coronel,-37.029572,-73.145882"
biobio,curanilahue,salvador allende n°102,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Salvador+Allende+N%C2%B0102,-37.476605,-73.346296"
biobio,florida,"ignacio serrano s/n, of. 500-a",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ignacio+Serrano+s%2Fn%2C+of.+500-A,-36.824874,-72.661836"
biobio,hualpen,belgica n°1563,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?B%C3%A9lgica+N%C2%B01563,-36.781964,-73.106044"
biobio,hualqui,bulnes n°302,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bulnes+N%C2%B0302,-36.977504,-72.937750"
biobio,huepil,"12 de febrero 169, huepil.",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?12+de+febrero+169%2C+Hu%C3%A9pil.,-37.241033,-71.940893"
biobio,isla mocha,"parcela 32, camino publico s/n",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Parcela+32%2C+Camino+P%C3%BAblico+s%2Fn,-38.364272,-73.913326"
biobio,isla santa maria,puerto sur s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Puerto+Sur+s%2Fn,-37.050000,-73.516667"
biobio,laja,balmaceda n°283,oficial civil: domingo aguilar ramos,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+N%C2%B0283,-37.275884,-73.717637"
biobio,lebu,andres bello n°572,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Andres+Bello+N%C2%B0572,-37.610713,-73.656657"
biobio,los alamos,pedro eyheramendy n°700,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pedro+Eyheramendy+N%C2%B0700,-37.627386,-73.459718"
biobio,los angeles,"calle freire n° 351, los angeles.",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Freire+N%C2%B0+351%2C+Los+%C3%81ngeles.,-37.47619905803873,-72.34983104627992"
biobio,lota,"galvarino n°111, piso 3",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Galvarino+N%C2%B0111%2C+piso+3,-37.094159,-73.156791"
biobio,mirador del bio bio de concepcion,av. los carreras n°301 (centro comercial),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Los+Carreras+N%C2%B0301+%28centro+comercial%29,-36.825342,-73.056910"
biobio,mulchen,sotomayor n°460,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sotomayor+N%C2%B0460,-37.719235,-72.243233"
biobio,nacimiento,freire 409. nacimiento,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?FREIRE+409.+Nacimiento,-37.502219,-72.670977"
biobio,negrete,ignacio carrera pinto n°80,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ignacio+Carrera+Pinto+N%C2%B080,-37.585075,-72.528843"
biobio,penco,freire n°600,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Freire+N%C2%B0600,-36.73700051687437,-72.99389956875609"
biobio,presidente rios,av. colon n°03236,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Col%C3%B3n+N%C2%B003236,-36.742117,-73.098350"
biobio,quilaco,calle cordova s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+CORDOVA+S%2FN,-37.68472055265222,-72.006390552948"
biobio,quilleco,carrera n°430,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carrera+N%C2%B0430,-37.470337,-71.980544"
biobio,rafael,camino principal s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Camino+Principal+s%2Fn,-36.631302,-72.792156"
biobio,san pedro de la paz,"av. laguna grande n°115, boulevard del valle l 15-17",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Laguna+Grande+N%C2%B0115%2C+Boulevard+del+Valle+L+15-17,-36.845736,-73.116809"
biobio,san rosendo,ibieta n°225,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ibieta+N%C2%B0225,-37.262458,-72.723917"
biobio,santa barbara,manuel rodriguez n°11,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Rodr%C3%ADguez+N%C2%B011,-37.668111,-72.020599"
biobio,santa fe,o´higgins s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%C2%B4Higgins+s%2Fn,-37.466309,-72.581055"
biobio,santa juana,jose cardenio avello s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Jos%C3%A9+Cardenio+Avello+s%2Fn,-37.173791,-72.945020"
biobio,so hospital concepcion,hospital clinico regional,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Hospital+Cl%C3%ADnico+Regional,-36.824642,-73.039688"
biobio,so hospital los angeles,hospital victor rios ruiz,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Hospital+V%C3%ADctor+R%C3%ADos+Ruiz,-37.474058,-72.347034"
biobio,so monte aguila,carlos viel n°336,jueves 14:00 hrs a 16:30 hrs,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carlos+Viel+N%C2%B0336,-37.081202,-72.440035"
biobio,so plaza de los angeles,mendoza n°480,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mendoza+N%C2%B0480,-37.467603,-72.353725"
biobio,so plaza del trebol,av. jorge alessandri n°3177; l 23-24,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Jorge+Alessandri+N%C2%B03177%3B+L+23-24,-36.790763,-73.068781"
biobio,talcahuano,thompson n°86,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Thompson+N%C2%B086,-36.723106,-73.111327"
biobio,talcamavida,carrera s/n,septiembre: martes 7-14-21 y 28; 08:30 a 14:00 hrs. y dia de pago ips (por confirmar),"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carrera+s%2Fn,-36.069256,-72.750957"
biobio,tirua,arturo prat n°209,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Arturo+Prat+N%C2%B0209,-38.342228,-73.490474"
biobio,tome,ignacio serrano n°1055,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ignacio+Serrano+N%C2%B01055,-36.618102,-72.957847"
biobio,tucapel,san diego n°359,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Diego+N%C2%B0359,-37.290853,-71.950114"
biobio,yumbel,o´higgins s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%C2%B4Higgins+s%2Fn,-37.095169,-72.563456"
coquimbo,andacollo,rio n° 63,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?R%C3%ADo+N%C2%B0+63,-30.238835053601672,-71.08700662851334"
coquimbo,barraza,cerrada temporalmente (requerimiento es atendido en ovalle),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?CERRADA+TEMPORALMENTE+%28Requerimiento+es+atendido+en+Ovalle%29,-30.608326,-71.215801"
coquimbo,caimanes,independencia s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Independencia+s%2Fn,-31.931700,-71.135075"
coquimbo,canela,"estanislao oyarzun n°635, canela baja",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Estanislao+Oyarz%C3%BAn+n%C2%B0635%2C+Canela+Baja,-31.397733,-71.456747"
coquimbo,caren,mac iver s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mac+Iver+s%2Fn,-30.849562,-70.769454"
coquimbo,cerrillos (coquimbo),"pje las rosas s/n, esquina av. la paz",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pje+Las+Rosas+s%2Fn%2C+Esquina+Av.+La+Paz,-30.580690,-71.409536"
coquimbo,chanaral alto,av. el quiscal s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+El+Quiscal+s%2Fn,-30.886260,-71.016313"
coquimbo,combarbala,av. oriente n° 458,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Oriente+N%C2%B0+458,-31.178037,-71.002516"
coquimbo,coquimbo,los granado esquina los guindo,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Los+Granado+esquina+Los+Guindo,-29.963532,-71.335700"
coquimbo,hurtado,calle unica n° 32,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+%C3%9Anica+N%C2%B0+32,-30.283330,-70.700000"
coquimbo,illapel,buin n° 180,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Buin+N%C2%B0+180,-31.634634,-71.169445"
coquimbo,la higuera,av. gabriela mistral s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Gabriela+Mistral+s%2Fn,-29.511741,-71.200066"
coquimbo,la serena,m.a. matta n° 461,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?M.A.+Matta+N%C2%B0+461,-29.902816,-71.252635"
coquimbo,los vilos,lincoyan esq. galvarino,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Lincoy%C3%A1n+esq.+Galvarino,-31.912814,-71.513385"
coquimbo,mincha,calle juan xxiii s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Juan+XXIII+s%2Fn,-31.587374,-71.444802"
coquimbo,monte patria,ponio n° 50,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ponio+N%C2%B0+50,-30.694796,-70.958508"
coquimbo,ovalle,"manuel penafiel n°1550, hospital provincial de ovalle",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Pe%C3%B1afiel+N%C2%B01550%2C+Hospital+Provincial+de+Ovalle,-30.603991,-71.202523"
coquimbo,paihuano,balmaceda s/n,"lu, ma, mi, vi de 8:30 a 14:00 hrs. jueves de 10:00 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+s%2Fn,-30.029495,-70.522488"
coquimbo,punitaqui,"carlos galleguillos s/n, piso 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carlos+Galleguillos+s%2Fn%2C+piso+2,-30.826081,-71.257761"
coquimbo,quilimari,independencia n° 2015,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Independencia+N%C2%B0+2015,-32.121982,-71.500447"
coquimbo,rapel,manuel antonio matta s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Antonio+Matta+s%2Fn,-30.723916,-70.775756"
coquimbo,salamanca,marquez de monte pio n° 180-a,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?M%C3%A1rquez+de+Monte+P%C3%ADo+N%C2%B0+180-A,-31.781324,-70.964669"
coquimbo,samo alto,calle principal s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Principal+s%2Fn,-30.407525,-70.936375"
coquimbo,so hospital coquimbo,av. videla s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Videla+s%2Fn,-29.967520,-71.336107"
coquimbo,so hospital la serena,"balmaceda n° 916, oficina 40",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+N%C2%B0+916%2C+oficina+40,-29.908190,-71.249963"
coquimbo,so hospital ovalle,ariztia n° 7,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Arizt%C3%ADa+N%C2%B0+7,-30.602005,-71.198060"
coquimbo,so las companias,esmeralda n° 2422,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B0+2422,-29.877868,-71.245681"
coquimbo,tongoy,fundicion sur s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Fundici%C3%B3n+Sur+s%2Fn,-30.251913,-71.499803"
coquimbo,vicuna,"san martin n° 275, piso 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Mart%C3%ADn+N%C2%B0+275%2C+piso+2,-30.034585,-70.712153"
libertador gral. bernardo o'higgins,chepica,av. manuel montt n°101,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Manuel+Montt+N%C2%B0101,-34.725173,-71.273053"
libertador gral. bernardo o'higgins,chimbarongo,carrera esq. blanco encalada s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carrera+esq.+Blanco+Encalada+s%2Fn,-34.708920,-71.040505"
libertador gral. bernardo o'higgins,codegua,o´higgins n°376 ( recinto municipal),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%C2%B4Higgins+N%C2%B0376+%28+Recinto+Municipal%29,-34.037027,-70.672866"
libertador gral. bernardo o'higgins,coinco,av. bernardo o´higgins n°265,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Bernardo+O%C2%B4Higgins+N%C2%B0265,-34.266152,-70.959339"
libertador gral. bernardo o'higgins,coltauco,concejal raul ascanio marin n°68,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Concejal+Ra%C3%BAl+Ascanio+Mar%C3%ADn+N%C2%B068,-34.399965,-71.188948"
libertador gral. bernardo o'higgins,donihue,dr. sanhueza s/n ( recinto municipal),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Dr.+Sanhueza+s%2Fn+%28+Recinto+Municipal%29,-34.228835,-70.957775"
libertador gral. bernardo o'higgins,el manzano,"carretera h-66, kms. 18 s/n",viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carretera+H-66%2C+Kms.+18+s%2Fn,-34.369653,-71.100524"
libertador gral. bernardo o'higgins,graneros,salvador gutierrez n°171,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Salvador+Guti%C3%A9rrez+N%C2%B0171,-34.066690,-70.733291"
libertador gral. bernardo o'higgins,la estrella,bernardo o´higgins s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bernardo+O%C2%B4Higgins+s%2Fn,-34.204930,-71.657167"
libertador gral. bernardo o'higgins,las cabras,jhon kennedy n°376,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Jhon+Kennedy+N%C2%B0376,-34.293207,-71.312632"
libertador gral. bernardo o'higgins,litueche,av. obispo larrain s/n ( ex biblioteca municipal),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Obispo+Larra%C3%ADn+s%2Fn+%28+Ex+Biblioteca+Municipal%29,-34.123725,-71.728483"
libertador gral. bernardo o'higgins,lolol,los aromos n°65,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Los+Aromos+N%C2%B065,-34.727435,-71.645794"
libertador gral. bernardo o'higgins,machali,arturo prat n°60,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Arturo+Prat+N%C2%B060,-34.442380,-70.946387"
libertador gral. bernardo o'higgins,malloa,av. bernardo o´higgins n°101,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Bernardo+O%C2%B4Higgins+N%C2%B0101,-34.392522,-70.850783"
libertador gral. bernardo o'higgins,marchigue,libertad n°490 ( recinto municipal),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Libertad+N%C2%B0490+%28+Recinto+Municipal%29,-34.398305,-71.621418"
libertador gral. bernardo o'higgins,nancagua,"diego de almagro n°490, carretera i-90",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Diego+de+Almagro+N%C2%B0490%2C+Carretera+I-90,-34.652839,-71.198971"
libertador gral. bernardo o'higgins,navidad,plaza general bonilla n°24( recinto municipal),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Plaza+General+Bonilla+N%C2%B024%28+Recinto+Municipal%29,-33.959388,-71.829506"
libertador gral. bernardo o'higgins,olivar,"la union n°592, gultro- olivar",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?La+Uni%C3%B3n+N%C2%B0592%2C+Gultro-+Olivar,-34.232969,-70.882997"
libertador gral. bernardo o'higgins,paredones,av. dr. moore 15,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Dr.+Moore+15,-34.651426,-71.899252"
libertador gral. bernardo o'higgins,peralillo,caupolican n°399,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Caupolic%C3%A1n+N%C2%B0399,-34.478335,-71.479315"
libertador gral. bernardo o'higgins,peumo,carmen n°33 ( recinto municipal),lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carmen+N%C2%B033+%28+Recinto+Municipal%29,-34.396333,-71.170080"
libertador gral. bernardo o'higgins,pichidegua,av. independencia n°525,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Independencia+N%C2%B0525,-34.486960,-71.466682"
libertador gral. bernardo o'higgins,pichilemu,"calle jose joaquin perez n° 496, pichilemu",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Calle+Jose+Joaqu%C3%ADn+Perez+N%C2%B0+496%2C+Pichilemu,-34.391557,-72.004508"
libertador gral. bernardo o'higgins,placilla,oscar gajardo n°2250,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Oscar+Gajardo+N%C2%B02250,-34.638297,-71.115838"
libertador gral. bernardo o'higgins,pumanque,luis baraona n°120,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Luis+Baraona+N%C2%B0120,-34.602358,-71.653329"
libertador gral. bernardo o'higgins,quinta de tilcoco,castro n°406,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Castro+N%C2%B0406,-34.355390,-70.970468"
libertador gral. bernardo o'higgins,rancagua,caceres n°189,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?C%C3%A1ceres+N%C2%B0189,-34.167269,-70.737093"
libertador gral. bernardo o'higgins,rengo,"urriola n°50, 2 piso",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Urriola+N%C2%B050%2C+2+Piso,-34.408820,-70.860167"
libertador gral. bernardo o'higgins,requinoa,av. el abra 142-h pobl. el esfuerzo,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+El+Abra+142-H+Pobl.+El+Esfuerzo,-34.288374,-70.815833"
libertador gral. bernardo o'higgins,san fernando,"cardenal caro n°530, piso 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Cardenal+Caro+N%C2%B0530%2C+piso+2,-34.584417,-70.989584"
libertador gral. bernardo o'higgins,san francisco de mostazal,luco n° 10,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Luco+N%C2%B0+10,-33.979133,-70.711892"
libertador gral. bernardo o'higgins,san vicente de tagua tagua,walker martinez n°134,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Walker+Mart%C3%ADnez+N%C2%B0134,-34.437970,-71.087919"
libertador gral. bernardo o'higgins,santa cruz,alberto edwards n°415,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Alberto+Edwards+N%C2%B0415,-34.632396,-71.359218"
libertador gral. bernardo o'higgins,so hospital rancagua,av. bernardo o'higgins n°3095,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Bernardo+O%E2%80%99higgins+N%C2%B03095,-34.164491,-70.742412"
libertador gral. bernardo o'higgins,so mall plaza america (c.e.v),"av. einstein n°290, 2 piso- local 202, centro comercial plaza america",oficial civil: ernesto clunes clunes,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Einstein+N%C2%B0290%2C+2+piso-+Local+202%2C+Centro+Comercial+Plaza+Am%C3%A9rica,-34.169318,-70.714922"
los lagos,achao,miranda velasquez n° 039,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Miranda+Vel%C3%A1squez+N%C2%B0+039,-42.469691,-73.489623"
